Date,Region,"Total First Vaccine Doses","Total Fully Vaccinated","Total Vaccine Doses","New First Vaccine Doses","New Fully Vaccinated","New Vaccine Doses"
2020/11/29,"Central East",,,,,,
2020/11/29,Regina,,,,,,
2020/11/29,"South West",,,,,,
2020/11/29,"South West",,,,,,
2020/11/29,"South Central",,,,,,
2020/11/29,"South Central",,,,,,
2020/11/29,"South East",,,,,,
2020/11/29,"South East",,,,,,
2020/11/29,"South East",,,,,,
2020/11/29,"South East",,,,,,
2020/11/30,"Far North West",,,,,,
2020/11/30,"Far North West",,,,,,
2020/11/30,"Far North Central",,,,,,
2020/11/30,"Far North East",,,,,,
2020/11/30,"Far North East",,,,,,
2020/11/30,"North West",,,,,,
2020/11/30,"North West",,,,,,
2020/11/30,"North West",,,,,,
2020/11/30,"North West",,,,,,
2020/11/30,"North Central",,,,,,
2020/11/30,"North Central",,,,,,
2020/11/30,"North Central",,,,,,
2020/11/30,"North East",,,,,,
2020/11/30,"North East",,,,,,
2020/11/30,"North East",,,,,,
2020/11/30,Saskatoon,,,,,,
2020/11/30,"Central West",,,,,,
2020/11/30,"Central West",,,,,,
2020/11/30,"Central East",,,,,,
2020/11/30,"Central East",,,,,,
2020/11/30,"Central East",,,,,,
2020/11/30,"Central East",,,,,,
2020/11/30,"Central East",,,,,,
2020/11/30,Regina,,,,,,
2020/11/30,"South West",,,,,,
2020/11/30,"South West",,,,,,
2020/11/30,"South Central",,,,,,
2020/11/30,"South Central",,,,,,
2020/11/30,"South East",,,,,,
2020/11/30,"South East",,,,,,
2020/11/30,"South East",,,,,,
2020/11/30,"South East",,,,,,
2020/12/01,"Far North West",,,,,,
2020/12/01,"Far North West",,,,,,
2020/12/01,"Far North Central",,,,,,
2020/12/01,"Far North East",,,,,,
2020/12/01,"Far North East",,,,,,
2020/12/01,"North West",,,,,,
2020/12/01,"North West",,,,,,
2020/12/01,"North West",,,,,,
2020/12/01,"North West",,,,,,
2020/12/01,"North Central",,,,,,
2020/12/01,"North Central",,,,,,
2020/12/01,"North Central",,,,,,
2020/12/01,"North East",,,,,,
2020/12/01,"North East",,,,,,
2020/12/01,"North East",,,,,,
2020/12/01,Saskatoon,,,,,,
2020/12/01,"Central West",,,,,,
2020/12/01,"Central West",,,,,,
2020/12/01,"Central East",,,,,,
2020/12/01,"Central East",,,,,,
2020/12/01,"Central East",,,,,,
2020/12/01,"Central East",,,,,,
2020/12/01,"Central East",,,,,,
2020/12/01,Regina,,,,,,
2020/12/01,"South West",,,,,,
2020/12/01,"South West",,,,,,
2020/12/01,"South Central",,,,,,
2020/12/01,"South Central",,,,,,
2020/12/01,"South East",,,,,,
2020/12/01,"South East",,,,,,
2020/12/01,"South East",,,,,,
2020/12/01,"South East",,,,,,
2020/12/02,"Far North West",,,,,,
2020/12/02,"Far North West",,,,,,
2020/12/02,"Far North Central",,,,,,
2020/12/02,"Far North East",,,,,,
2020/12/02,"Far North East",,,,,,
2020/12/02,"North West",,,,,,
2020/12/02,"North West",,,,,,
2020/12/02,"North West",,,,,,
2020/12/02,"North West",,,,,,
2020/12/02,"North Central",,,,,,
2020/12/02,"North Central",,,,,,
2020/12/02,"North Central",,,,,,
2020/12/02,"North East",,,,,,
2020/12/02,"North East",,,,,,
2020/12/02,"North East",,,,,,
2020/12/02,Saskatoon,,,,,,
2020/12/02,"Central West",,,,,,
2020/12/02,"Central West",,,,,,
2020/12/02,"Central East",,,,,,
2020/12/02,"Central East",,,,,,
2020/12/02,"Central East",,,,,,
2020/12/02,"Central East",,,,,,
2020/12/02,"Central East",,,,,,
2020/12/02,Regina,,,,,,
2020/12/02,"South West",,,,,,
2020/12/02,"South West",,,,,,
2020/12/02,"South Central",,,,,,
2020/12/02,"South Central",,,,,,
2020/12/02,"South East",,,,,,
2020/12/02,"South East",,,,,,
2020/12/02,"South East",,,,,,
2020/12/02,"South East",,,,,,
2020/12/03,"Far North West",,,,,,
2020/12/03,"Far North West",,,,,,
2020/12/03,"Far North Central",,,,,,
2020/12/03,"Far North East",,,,,,
2020/12/03,"Far North East",,,,,,
2020/12/03,"North West",,,,,,
2020/12/03,"North West",,,,,,
2020/12/03,"North West",,,,,,
2020/12/03,"North West",,,,,,
2020/12/03,"North Central",,,,,,
2020/12/03,"North Central",,,,,,
2020/12/03,"North Central",,,,,,
2020/12/03,"North East",,,,,,
2020/12/03,"North East",,,,,,
2020/12/03,"North East",,,,,,
2020/12/03,Saskatoon,,,,,,
2020/12/03,"Central West",,,,,,
2020/12/03,"Central West",,,,,,
2020/12/03,"Central East",,,,,,
2020/12/03,"Central East",,,,,,
2020/12/03,"Central East",,,,,,
2020/12/03,"Central East",,,,,,
2020/12/03,"Central East",,,,,,
2020/12/03,Regina,,,,,,
2020/12/03,"South West",,,,,,
2020/12/03,"South West",,,,,,
2020/12/03,"South Central",,,,,,
2020/12/03,"South Central",,,,,,
2020/12/03,"South East",,,,,,
2020/12/03,"South East",,,,,,
2020/12/03,"South East",,,,,,
2020/12/03,"South East",,,,,,
2020/12/04,"Far North West",,,,,,
2020/12/04,"Far North West",,,,,,
2020/12/04,"Far North Central",,,,,,
2020/12/04,"Far North East",,,,,,
2020/12/04,"Far North East",,,,,,
2020/12/04,"North West",,,,,,
2020/12/04,"North West",,,,,,
2020/12/04,"North West",,,,,,
2020/12/04,"North West",,,,,,
2020/12/04,"North Central",,,,,,
2020/12/04,"North Central",,,,,,
2020/12/04,"North Central",,,,,,
2020/12/04,"North East",,,,,,
2020/12/04,"North East",,,,,,
2020/12/04,"North East",,,,,,
2020/12/04,Saskatoon,,,,,,
2020/12/04,"Central West",,,,,,
2020/12/04,"Central West",,,,,,
2020/12/04,"Central East",,,,,,
2020/12/04,"Central East",,,,,,
2020/12/04,"Central East",,,,,,
2020/12/04,"Central East",,,,,,
2020/12/04,"Central East",,,,,,
2020/12/04,Regina,,,,,,
2020/12/04,"South West",,,,,,
2020/12/04,"South West",,,,,,
2020/12/04,"South Central",,,,,,
2020/12/04,"South Central",,,,,,
2020/12/04,"South East",,,,,,
2020/12/04,"South East",,,,,,
2020/12/04,"South East",,,,,,
2020/12/04,"South East",,,,,,
2020/12/05,"Far North West",,,,,,
2020/12/05,"Far North West",,,,,,
2020/12/05,"Far North Central",,,,,,
2020/12/05,"Far North East",,,,,,
2020/12/05,"Far North East",,,,,,
2020/12/05,"North West",,,,,,
2020/12/05,"North West",,,,,,
2020/12/05,"North West",,,,,,
2020/12/05,"North West",,,,,,
2020/12/05,"North Central",,,,,,
2020/12/05,"North Central",,,,,,
2020/12/05,"North Central",,,,,,
2020/12/05,"North East",,,,,,
2020/12/05,"North East",,,,,,
2020/12/05,"North East",,,,,,
2020/12/05,Saskatoon,,,,,,
2020/12/05,"Central West",,,,,,
2020/12/05,"Central West",,,,,,
2020/12/05,"Central East",,,,,,
2020/12/05,"Central East",,,,,,
2020/12/05,"Central East",,,,,,
2020/12/05,"Central East",,,,,,
2020/12/05,"Central East",,,,,,
2020/12/05,Regina,,,,,,
2020/12/05,"South West",,,,,,
2020/12/05,"South West",,,,,,
2020/12/05,"South Central",,,,,,
2020/12/05,"South Central",,,,,,
2020/12/05,"South East",,,,,,
2020/12/05,"South East",,,,,,
2020/12/05,"South East",,,,,,
2020/12/05,"South East",,,,,,
2020/12/06,"Far North West",,,,,,
2020/12/06,"Far North West",,,,,,
2020/12/06,"Far North Central",,,,,,
2020/12/06,"Far North East",,,,,,
2020/12/06,"Far North East",,,,,,
2020/12/06,"North West",,,,,,
2020/12/06,"North West",,,,,,
2020/12/06,"North West",,,,,,
2020/12/06,"North West",,,,,,
2020/12/06,"North Central",,,,,,
2020/12/06,"North Central",,,,,,
2020/12/06,"North Central",,,,,,
2020/12/06,"North East",,,,,,
2020/12/06,"North East",,,,,,
2020/12/06,"North East",,,,,,
2020/12/06,Saskatoon,,,,,,
2020/12/06,"Central West",,,,,,
2020/12/06,"Central West",,,,,,
2020/12/06,"Central East",,,,,,
2020/12/06,"Central East",,,,,,
2020/12/06,"Central East",,,,,,
2020/12/06,"Central East",,,,,,
2020/12/06,"Central East",,,,,,
2020/12/06,Regina,,,,,,
2020/12/06,"South West",,,,,,
2020/12/06,"South West",,,,,,
2020/12/06,"South Central",,,,,,
2020/12/06,"South Central",,,,,,
2020/12/06,"South East",,,,,,
2020/12/06,"South East",,,,,,
2020/12/06,"South East",,,,,,
2020/12/06,"South East",,,,,,
2020/12/07,"Far North West",,,,,,
2020/12/07,"Far North West",,,,,,
2020/12/07,"Far North Central",,,,,,
2020/12/07,"Far North East",,,,,,
2020/12/07,"Far North East",,,,,,
2020/12/07,"North West",,,,,,
2020/12/07,"North West",,,,,,
2020/12/07,"North West",,,,,,
2020/12/07,"North West",,,,,,
2020/12/07,"North Central",,,,,,
2020/12/07,"North Central",,,,,,
2020/12/07,"North Central",,,,,,
2020/12/07,"North East",,,,,,
2020/12/07,"North East",,,,,,
2020/12/07,"North East",,,,,,
2020/12/07,Saskatoon,,,,,,
2020/12/07,"Central West",,,,,,
2020/12/07,"Central West",,,,,,
2020/12/07,"Central East",,,,,,
2020/12/07,"Central East",,,,,,
2020/12/07,"Central East",,,,,,
2020/12/07,"Central East",,,,,,
2020/12/07,"Central East",,,,,,
2020/12/07,Regina,,,,,,
2020/12/07,"South West",,,,,,
2020/12/07,"South West",,,,,,
2020/12/07,"South Central",,,,,,
2020/12/07,"South Central",,,,,,
2020/12/07,"South East",,,,,,
2020/12/07,"South East",,,,,,
2020/12/07,"South East",,,,,,
2020/12/07,"South East",,,,,,
2020/12/08,"Far North West",,,,,,
2020/12/08,"Far North West",,,,,,
2020/12/08,"Far North Central",,,,,,
2020/12/08,"Far North East",,,,,,
2020/12/08,"Far North East",,,,,,
2020/12/08,"North West",,,,,,
2020/12/08,"North West",,,,,,
2020/12/08,"North West",,,,,,
2020/12/08,"North West",,,,,,
2020/12/08,"North Central",,,,,,
2020/12/08,"North Central",,,,,,
2020/12/08,"North Central",,,,,,
2020/12/08,"North East",,,,,,
2020/12/08,"North East",,,,,,
2020/12/08,"North East",,,,,,
2020/12/08,Saskatoon,,,,,,
2020/12/08,"Central West",,,,,,
2020/12/08,"Central West",,,,,,
2020/12/08,"Central East",,,,,,
2020/12/08,"Central East",,,,,,
2020/12/08,"Central East",,,,,,
2020/12/08,"Central East",,,,,,
2020/12/08,"Central East",,,,,,
2020/12/08,Regina,,,,,,
2020/12/08,"South West",,,,,,
2020/12/08,"South West",,,,,,
2020/12/08,"South Central",,,,,,
2020/12/08,"South Central",,,,,,
2020/12/08,"South East",,,,,,
2020/12/08,"South East",,,,,,
2020/12/08,"South East",,,,,,
2020/12/08,"South East",,,,,,
2020/12/09,"Far North West",,,,,,
2020/12/09,"Far North West",,,,,,
2020/12/09,"Far North Central",,,,,,
2020/12/09,"Far North East",,,,,,
2020/12/09,"Far North East",,,,,,
2020/12/09,"North West",,,,,,
2020/12/09,"North West",,,,,,
2020/12/09,"North West",,,,,,
2020/12/09,"North West",,,,,,
2020/12/09,"North Central",,,,,,
2020/12/09,"North Central",,,,,,
2020/12/09,"North Central",,,,,,
2020/12/09,"North East",,,,,,
2020/12/09,"North East",,,,,,
2020/12/09,"North East",,,,,,
2020/12/09,Saskatoon,,,,,,
2020/12/09,"Central West",,,,,,
2020/12/09,"Central West",,,,,,
2020/12/09,"Central East",,,,,,
2020/12/09,"Central East",,,,,,
2020/12/09,"Central East",,,,,,
2020/12/09,"Central East",,,,,,
2020/12/09,"Central East",,,,,,
2020/12/09,Regina,,,,,,
2020/12/09,"South West",,,,,,
2020/12/09,"South West",,,,,,
2020/12/09,"South Central",,,,,,
2020/12/09,"South Central",,,,,,
2020/12/09,"South East",,,,,,
2020/12/09,"South East",,,,,,
2020/12/09,"South East",,,,,,
2020/12/09,"South East",,,,,,
2020/12/10,"Far North West",,,,,,
2020/12/10,"Far North West",,,,,,
2020/12/10,"Far North Central",,,,,,
2020/12/10,"Far North East",,,,,,
2020/12/10,"Far North East",,,,,,
2020/12/10,"North West",,,,,,
2020/12/10,"North West",,,,,,
2020/12/10,"North West",,,,,,
2020/12/10,"North West",,,,,,
2020/12/10,"North Central",,,,,,
2020/12/10,"North Central",,,,,,
2020/12/10,"North Central",,,,,,
2020/12/10,"North East",,,,,,
2020/12/10,"North East",,,,,,
2020/12/10,"North East",,,,,,
2020/12/10,Saskatoon,,,,,,
2020/12/10,"Central West",,,,,,
2020/12/10,"Central West",,,,,,
2020/12/10,"Central East",,,,,,
2020/12/10,"Central East",,,,,,
2020/12/10,"Central East",,,,,,
2020/12/10,"Central East",,,,,,
2020/12/10,"Central East",,,,,,
2020/12/10,Regina,,,,,,
2020/12/10,"South West",,,,,,
2020/12/10,"South West",,,,,,
2020/12/10,"South Central",,,,,,
2020/12/10,"South Central",,,,,,
2020/12/10,"South East",,,,,,
2020/12/10,"South East",,,,,,
2020/12/10,"South East",,,,,,
2020/12/10,"South East",,,,,,
2020/12/11,"Far North West",,,,,,
2020/12/11,"Far North West",,,,,,
2020/12/11,"Far North Central",,,,,,
2020/12/11,"Far North East",,,,,,
2020/12/11,"Far North East",,,,,,
2020/12/11,"North West",,,,,,
2020/12/11,"North West",,,,,,
2020/12/11,"North West",,,,,,
2020/12/11,"North West",,,,,,
2020/12/11,"North Central",,,,,,
2020/12/11,"North Central",,,,,,
2020/12/11,"North Central",,,,,,
2020/12/11,"North East",,,,,,
2020/12/11,"North East",,,,,,
2020/12/11,"North East",,,,,,
2020/12/11,Saskatoon,,,,,,
2020/12/11,"Central West",,,,,,
2020/12/11,"Central West",,,,,,
2020/12/11,"Central East",,,,,,
2020/12/11,"Central East",,,,,,
2020/12/11,"Central East",,,,,,
2020/12/11,"Central East",,,,,,
2020/12/11,"Central East",,,,,,
2020/12/11,Regina,,,,,,
2020/12/11,"South West",,,,,,
2020/12/11,"South West",,,,,,
2020/12/11,"South Central",,,,,,
2020/12/11,"South Central",,,,,,
2020/12/11,"South East",,,,,,
2020/12/11,"South East",,,,,,
2020/12/11,"South East",,,,,,
2020/12/11,"South East",,,,,,
2020/12/12,"Far North West",,,,,,
2020/12/12,"Far North West",,,,,,
2020/12/12,"Far North Central",,,,,,
2020/12/12,"Far North East",,,,,,
2020/12/12,"Far North East",,,,,,
2020/12/12,"North West",,,,,,
2020/12/12,"North West",,,,,,
2020/12/12,"North West",,,,,,
2020/12/12,"North West",,,,,,
2020/12/12,"North Central",,,,,,
2020/12/12,"North Central",,,,,,
2020/12/12,"North Central",,,,,,
2020/12/12,"North East",,,,,,
2020/12/12,"North East",,,,,,
2020/12/12,"North East",,,,,,
2020/12/12,Saskatoon,,,,,,
2020/12/12,"Central West",,,,,,
2020/12/12,"Central West",,,,,,
2020/12/12,"Central East",,,,,,
2020/12/12,"Central East",,,,,,
2020/12/12,"Central East",,,,,,
2020/12/12,"Central East",,,,,,
2020/12/12,"Central East",,,,,,
2020/12/12,Regina,,,,,,
2020/12/12,"South West",,,,,,
2020/12/12,"South West",,,,,,
2020/12/12,"South Central",,,,,,
2020/12/12,"South Central",,,,,,
2020/12/12,"South East",,,,,,
2020/12/12,"South East",,,,,,
2020/12/12,"South East",,,,,,
2020/12/12,"South East",,,,,,
2020/12/13,"Far North West",,,,,,
2020/12/13,"Far North West",,,,,,
2020/12/13,"Far North Central",,,,,,
2020/12/13,"Far North East",,,,,,
2020/12/13,"Far North East",,,,,,
2020/12/13,"North West",,,,,,
2020/12/13,"North West",,,,,,
2020/12/13,"North West",,,,,,
2020/12/13,"North West",,,,,,
2020/12/13,"North Central",,,,,,
2020/12/13,"North Central",,,,,,
2020/12/13,"North Central",,,,,,
2020/12/13,"North East",,,,,,
2020/12/13,"North East",,,,,,
2020/12/13,"North East",,,,,,
2020/12/13,Saskatoon,,,,,,
2020/12/13,"Central West",,,,,,
2020/12/13,"Central West",,,,,,
2020/12/13,"Central East",,,,,,
2020/12/13,"Central East",,,,,,
2020/12/13,"Central East",,,,,,
2020/12/13,"Central East",,,,,,
2020/12/13,"Central East",,,,,,
2020/12/13,Regina,,,,,,
2020/12/13,"South West",,,,,,
2020/12/13,"South West",,,,,,
2020/12/13,"South Central",,,,,,
2020/12/13,"South Central",,,,,,
2020/12/13,"South East",,,,,,
2020/12/13,"South East",,,,,,
2020/12/13,"South East",,,,,,
2020/12/13,"South East",,,,,,
2020/12/14,"Far North West",,,,,,
2020/12/14,"Far North West",,,,,,
2020/12/14,"Far North Central",,,,,,
2020/12/14,"Far North East",,,,,,
2020/12/14,"Far North East",,,,,,
2020/12/14,"North West",,,,,,
2020/12/14,"North West",,,,,,
2020/12/14,"North West",,,,,,
2020/12/14,"North West",,,,,,
2020/12/14,"North Central",,,,,,
2020/12/14,"North Central",,,,,,
2020/12/14,"North Central",,,,,,
2020/12/14,"North East",,,,,,
2020/12/14,"North East",,,,,,
2020/12/14,"North East",,,,,,
2020/12/14,Saskatoon,,,,,,
2020/12/14,"Central West",,,,,,
2020/12/14,"Central West",,,,,,
2020/12/14,"Central East",,,,,,
2020/12/14,"Central East",,,,,,
2020/12/14,"Central East",,,,,,
2020/12/14,"Central East",,,,,,
2020/12/14,"Central East",,,,,,
2020/12/14,Regina,,,,,,
2020/12/14,"South West",,,,,,
2020/12/14,"South West",,,,,,
2020/12/14,"South Central",,,,,,
2020/12/14,"South Central",,,,,,
2020/12/14,"South East",,,,,,
2020/12/14,"South East",,,,,,
2020/12/14,"South East",,,,,,
2020/12/14,"South East",,,,,,
2020/12/15,"Far North West",,,,,,
2020/12/15,"Far North West",,,,,,
2020/12/15,"Far North Central",,,,,,
2020/12/15,"Far North East",,,,,,
2020/12/15,"Far North East",,,,,,
2020/12/15,"North West",,,,,,
2020/12/15,"North West",,,,,,
2020/12/15,"North West",,,,,,
2020/12/15,"North West",,,,,,
2020/12/15,"North Central",,,,,,
2020/12/15,"North Central",,,,,,
2020/12/15,"North Central",,,,,,
2020/12/15,"North East",,,,,,
2020/12/15,"North East",,,,,,
2020/12/15,"North East",,,,,,
2020/12/15,Saskatoon,,,,,,
2020/12/15,"Central West",,,,,,
2020/12/15,"Central West",,,,,,
2020/12/15,"Central East",,,,,,
2020/12/15,"Central East",,,,,,
2020/12/15,"Central East",,,,,,
2020/12/15,"Central East",,,,,,
2020/12/15,"Central East",,,,,,
2020/12/15,Regina,,,,,,
2020/12/15,"South West",,,,,,
2020/12/15,"South West",,,,,,
2020/12/15,"South Central",,,,,,
2020/12/15,"South Central",,,,,,
2020/12/15,"South East",,,,,,
2020/12/15,"South East",,,,,,
2020/12/15,"South East",,,,,,
2020/12/15,"South East",,,,,,
2020/12/16,"Far North West",,,,,,
2020/12/16,"Far North West",,,,,,
2020/12/16,"Far North Central",,,,,,
2020/12/16,"Far North East",,,,,,
2020/12/16,"Far North East",,,,,,
2020/12/16,"North West",,,,,,
2020/12/16,"North West",,,,,,
2020/12/16,"North West",,,,,,
2020/12/16,"North West",,,,,,
2020/12/16,"North Central",,,,,,
2020/12/16,"North Central",,,,,,
2020/12/16,"North Central",,,,,,
2020/12/16,"North East",,,,,,
2020/12/16,"North East",,,,,,
2020/12/16,"North East",,,,,,
2020/12/16,Saskatoon,,,,,,
2020/12/16,"Central West",,,,,,
2020/12/16,"Central West",,,,,,
2020/12/16,"Central East",,,,,,
2020/12/16,"Central East",,,,,,
2020/12/16,"Central East",,,,,,
2020/12/16,"Central East",,,,,,
2020/12/16,"Central East",,,,,,
2020/12/16,Regina,,,,,,
2020/12/16,"South West",,,,,,
2020/12/16,"South West",,,,,,
2020/12/16,"South Central",,,,,,
2020/12/16,"South Central",,,,,,
2020/12/16,"South East",,,,,,
2020/12/16,"South East",,,,,,
2020/12/16,"South East",,,,,,
2020/12/16,"South East",,,,,,
2020/12/17,"Far North West",,,,,,
2020/12/17,"Far North West",,,,,,
2020/12/17,"Far North Central",,,,,,
2020/12/17,"Far North East",,,,,,
2020/12/17,"Far North East",,,,,,
2020/12/17,"North West",,,,,,
2020/12/17,"North West",,,,,,
2020/12/17,"North West",,,,,,
2020/12/17,"North West",,,,,,
2020/12/17,"North Central",,,,,,
2020/12/17,"North Central",,,,,,
2020/12/17,"North Central",,,,,,
2020/12/17,"North East",,,,,,
2020/12/17,"North East",,,,,,
2020/12/17,"North East",,,,,,
2020/12/17,Saskatoon,,,,,,
2020/12/17,"Central West",,,,,,
2020/12/17,"Central West",,,,,,
2020/12/17,"Central East",,,,,,
2020/12/17,"Central East",,,,,,
2020/12/17,"Central East",,,,,,
2020/12/17,"Central East",,,,,,
2020/12/17,"Central East",,,,,,
2020/12/17,Regina,,,,,,
2020/12/17,"South West",,,,,,
2020/12/17,"South West",,,,,,
2020/12/17,"South Central",,,,,,
2020/12/17,"South Central",,,,,,
2020/12/17,"South East",,,,,,
2020/12/17,"South East",,,,,,
2020/12/17,"South East",,,,,,
2020/12/17,"South East",,,,,,
2020/12/18,"Far North West",,,,,,
2020/12/18,"Far North West",,,,,,
2020/12/18,"Far North Central",,,,,,
2020/12/18,"Far North East",,,,,,
2020/12/18,"Far North East",,,,,,
2020/12/18,"North West",,,,,,
2020/12/18,"North West",,,,,,
2020/12/18,"North West",,,,,,
2020/12/18,"North West",,,,,,
2020/12/18,"North Central",,,,,,
2020/12/18,"North Central",,,,,,
2020/12/18,"North Central",,,,,,
2020/12/18,"North East",,,,,,
2020/12/18,"North East",,,,,,
2020/12/18,"North East",,,,,,
2020/12/18,Saskatoon,,,,,,
2020/12/18,"Central West",,,,,,
2020/12/18,"Central West",,,,,,
2020/12/18,"Central East",,,,,,
2020/12/18,"Central East",,,,,,
2020/12/18,"Central East",,,,,,
2020/12/18,"Central East",,,,,,
2020/12/18,"Central East",,,,,,
2020/12/18,Regina,,,,,,
2020/12/18,"South West",,,,,,
2020/12/18,"South West",,,,,,
2020/12/18,"South Central",,,,,,
2020/12/18,"South Central",,,,,,
2020/12/18,"South East",,,,,,
2020/12/18,"South East",,,,,,
2020/12/18,"South East",,,,,,
2020/12/18,"South East",,,,,,
2020/12/19,"Far North West",,,,,,
2020/12/19,"Far North West",,,,,,
2020/12/19,"Far North Central",,,,,,
2020/12/19,"Far North East",,,,,,
2020/12/19,"Far North East",,,,,,
2020/12/19,"North West",,,,,,
2020/12/19,"North West",,,,,,
2020/12/19,"North West",,,,,,
2020/12/19,"North West",,,,,,
2020/12/19,"North Central",,,,,,
2020/12/19,"North Central",,,,,,
2020/12/19,"North Central",,,,,,
2020/12/19,"North East",,,,,,
2020/12/19,"North East",,,,,,
2020/12/19,"North East",,,,,,
2020/12/19,Saskatoon,,,,,,
2020/12/19,"Central West",,,,,,
2020/12/19,"Central West",,,,,,
2020/12/19,"Central East",,,,,,
2020/12/19,"Central East",,,,,,
2020/12/19,"Central East",,,,,,
2020/12/19,"Central East",,,,,,
2020/12/19,"Central East",,,,,,
2020/12/19,Regina,,,,,,
2020/12/19,"South West",,,,,,
2020/12/19,"South West",,,,,,
2020/12/19,"South Central",,,,,,
2020/12/19,"South Central",,,,,,
2020/12/19,"South East",,,,,,
2020/12/19,"South East",,,,,,
2020/12/19,"South East",,,,,,
2020/12/19,"South East",,,,,,
2020/12/20,"Far North West",,,,,,
2020/12/20,"Far North West",,,,,,
2020/12/20,"Far North Central",,,,,,
2020/12/20,"Far North East",,,,,,
2020/12/20,"Far North East",,,,,,
2020/12/20,"North West",,,,,,
2020/12/20,"North West",,,,,,
2020/12/20,"North West",,,,,,
2020/12/20,"North West",,,,,,
2020/12/20,"North Central",,,,,,
2020/12/20,"North Central",,,,,,
2020/12/20,"North Central",,,,,,
2020/12/20,"North East",,,,,,
2020/12/20,"North East",,,,,,
2020/12/20,"North East",,,,,,
2020/12/20,Saskatoon,,,,,,
2020/12/20,"Central West",,,,,,
2020/12/20,"Central West",,,,,,
2020/12/20,"Central East",,,,,,
2020/12/20,"Central East",,,,,,
2020/12/20,"Central East",,,,,,
2020/12/20,"Central East",,,,,,
2020/12/20,"Central East",,,,,,
2020/12/20,Regina,,,,,,
2020/12/20,"South West",,,,,,
2020/12/20,"South West",,,,,,
2020/12/20,"South Central",,,,,,
2020/12/20,"South Central",,,,,,
2020/12/20,"South East",,,,,,
2020/12/20,"South East",,,,,,
2020/12/20,"South East",,,,,,
2020/12/20,"South East",,,,,,
2020/12/21,"Far North West",,,,,,
2020/12/21,"Far North West",,,,,,
2020/12/21,"Far North Central",,,,,,
2020/12/21,"Far North East",,,,,,
2020/12/21,"Far North East",,,,,,
2020/12/21,"North West",,,,,,
2020/12/21,"North West",,,,,,
2020/12/21,"North West",,,,,,
2020/12/21,"North West",,,,,,
2020/12/21,"North Central",,,,,,
2020/12/21,"North Central",,,,,,
2020/12/21,"North Central",,,,,,
2020/12/21,"North East",,,,,,
2020/12/21,"North East",,,,,,
2020/12/21,"North East",,,,,,
2020/12/21,Saskatoon,,,,,,
2020/12/21,"Central West",,,,,,
2020/12/21,"Central West",,,,,,
2020/12/21,"Central East",,,,,,
2020/12/21,"Central East",,,,,,
2020/12/21,"Central East",,,,,,
2020/12/21,"Central East",,,,,,
2020/12/21,"Central East",,,,,,
2020/12/21,Regina,,,,,,
2020/12/21,"South West",,,,,,
2020/12/21,"South West",,,,,,
2020/12/21,"South Central",,,,,,
2020/12/21,"South Central",,,,,,
2020/12/21,"South East",,,,,,
2020/12/21,"South East",,,,,,
2020/12/21,"South East",,,,,,
2020/12/21,"South East",,,,,,
2020/12/22,"Far North West",,,,,,
2020/12/22,"Far North West",,,,,,
2020/12/22,"Far North Central",,,,,,
2020/12/22,"Far North East",,,,,,
2020/12/22,"Far North East",,,,,,
2020/12/22,"North West",,,,,,
2020/12/22,"North West",,,,,,
2020/12/22,"North West",,,,,,
2020/12/22,"North West",,,,,,
2020/12/22,"North Central",,,,,,
2020/12/22,"North Central",,,,,,
2020/12/22,"North Central",,,,,,
2020/12/22,"North East",,,,,,
2020/12/22,"North East",,,,,,
2020/12/22,"North East",,,,,,
2020/12/22,Saskatoon,,,,,,
2020/12/22,"Central West",,,,,,
2020/12/22,"Central West",,,,,,
2020/12/22,"Central East",,,,,,
2020/12/22,"Central East",,,,,,
2020/12/22,"Central East",,,,,,
2020/12/22,"Central East",,,,,,
2020/12/22,"Central East",,,,,,
2020/12/22,Regina,,,,,,
2020/12/22,"South West",,,,,,
2020/12/22,"South West",,,,,,
2020/12/22,"South Central",,,,,,
2020/12/22,"South Central",,,,,,
2020/12/22,"South East",,,,,,
2020/12/22,"South East",,,,,,
2020/12/22,"South East",,,,,,
2020/12/22,"South East",,,,,,
2020/12/23,"Far North West",,,,,,
2020/12/23,"Far North West",,,,,,
2020/12/23,"Far North Central",,,,,,
2020/12/23,"Far North East",,,,,,
2020/12/23,"Far North East",,,,,,
2020/12/23,"North West",,,,,,
2020/12/23,"North West",,,,,,
2020/12/23,"North West",,,,,,
2020/12/23,"North West",,,,,,
2020/12/23,"North Central",,,,,,
2020/12/23,"North Central",,,,,,
2020/12/23,"North Central",,,,,,
2020/12/23,"North East",,,,,,
2020/12/23,"North East",,,,,,
2020/12/23,"North East",,,,,,
2020/12/23,Saskatoon,,,,,,
2020/12/23,"Central West",,,,,,
2020/12/23,"Central West",,,,,,
2020/12/23,"Central East",,,,,,
2020/12/23,"Central East",,,,,,
2020/12/23,"Central East",,,,,,
2020/12/23,"Central East",,,,,,
2020/12/23,"Central East",,,,,,
2020/12/23,Regina,,,,,,
2020/12/23,"South West",,,,,,
2020/12/23,"South West",,,,,,
2020/12/23,"South Central",,,,,,
2020/12/23,"South Central",,,,,,
2020/12/23,"South East",,,,,,
2020/12/23,"South East",,,,,,
2020/12/23,"South East",,,,,,
2020/12/23,"South East",,,,,,
2020/12/24,"Far North West",,,,,,
2020/12/24,"Far North West",,,,,,
2020/12/24,"Far North Central",,,,,,
