Date,Region,"Total First Vaccine Doses","Total Fully Vaccinated","Total Vaccine Doses","New First Vaccine Doses","New Fully Vaccinated","New Vaccine Doses"
2021/05/24,"Central West",18147,1897,20044,57,12,69
2021/05/24,"Central West",,,,,,
2021/05/24,"Central East",49406,5872,55278,379,95,474
2021/05/24,"Central East",,,,,,
2021/05/24,"Central East",,,,,,
2021/05/24,"Central East",,,,,,
2021/05/24,"Central East",,,,,,
2021/05/24,Regina,144113,11373,155486,1128,49,1177
2021/05/24,"South West",18194,1391,19585,46,10,56
2021/05/24,"South West",,,,,,
2021/05/24,"South Central",31223,2624,33847,73,4,77
2021/05/24,"South Central",,,,,,
2021/05/24,"South East",41766,5767,47533,263,181,444
2021/05/24,"South East",,,,,,
2021/05/24,"South East",,,,,,
2021/05/24,"South East",,,,,,
2021/05/25,"Far North West",9243,2048,11291,5,0,5
2021/05/25,"Far North West",,,,,,
2021/05/25,"Far North Central",600,358,958,9,2,11
2021/05/25,"Far North East",7562,1685,9247,6,0,6
2021/05/25,"Far North East",,,,,,
2021/05/25,"North West",39139,4656,43795,17,1,18
2021/05/25,"North West",,,,,,
2021/05/25,"North West",,,,,,
2021/05/25,"North West",,,,,,
2021/05/25,"North Central",40196,5806,46002,42,4,46
2021/05/25,"North Central",,,,,,
2021/05/25,"North Central",,,,,,
2021/05/25,"North East",20838,2550,23388,11,4,15
2021/05/25,"North East",,,,,,
2021/05/25,"North East",,,,,,
2021/05/25,Saskatoon,167128,9662,176790,1002,24,1026
2021/05/25,"Central West",18166,1897,20063,19,0,19
2021/05/25,"Central West",,,,,,
2021/05/25,"Central East",49459,5876,55335,53,4,57
2021/05/25,"Central East",,,,,,
2021/05/25,"Central East",,,,,,
2021/05/25,"Central East",,,,,,
2021/05/25,"Central East",,,,,,
2021/05/25,Regina,145039,11405,156444,926,32,958
2021/05/25,"South West",18229,1393,19622,35,2,37
2021/05/25,"South West",,,,,,
2021/05/25,"South Central",31263,2628,33891,40,4,44
2021/05/25,"South Central",,,,,,
2021/05/25,"South East",41809,5768,47577,43,1,44
2021/05/25,"South East",,,,,,
2021/05/25,"South East",,,,,,
2021/05/25,"South East",,,,,,
2021/05/26,"Far North West",9251,2050,11301,8,2,10
2021/05/26,"Far North West",,,,,,
2021/05/26,"Far North Central",600,358,958,0,0,0
2021/05/26,"Far North East",7600,1703,9303,38,18,56
2021/05/26,"Far North East",,,,,,
2021/05/26,"North West",39262,4680,43942,123,24,147
2021/05/26,"North West",,,,,,
2021/05/26,"North West",,,,,,
2021/05/26,"North West",,,,,,
2021/05/26,"North Central",40259,5825,46084,63,19,82
2021/05/26,"North Central",,,,,,
2021/05/26,"North Central",,,,,,
2021/05/26,"North East",20876,2561,23437,38,11,49
2021/05/26,"North East",,,,,,
2021/05/26,"North East",,,,,,
2021/05/26,Saskatoon,168347,9884,178231,1219,222,1441
2021/05/26,"Central West",18204,1920,20124,38,23,61
2021/05/26,"Central West",,,,,,
2021/05/26,"Central East",49691,5889,55580,232,13,245
2021/05/26,"Central East",,,,,,
2021/05/26,"Central East",,,,,,
2021/05/26,"Central East",,,,,,
2021/05/26,"Central East",,,,,,
2021/05/26,Regina,146377,11586,157963,1338,181,1519
2021/05/26,"South West",18351,1495,19846,122,102,224
2021/05/26,"South West",,,,,,
2021/05/26,"South Central",31532,2850,34382,269,222,491
2021/05/26,"South Central",,,,,,
2021/05/26,"South East",41908,5840,47748,99,72,171
2021/05/26,"South East",,,,,,
2021/05/26,"South East",,,,,,
2021/05/26,"South East",,,,,,
2021/05/27,"Far North West",9362,2281,11643,111,231,342
2021/05/27,"Far North West",,,,,,
2021/05/27,"Far North Central",601,358,959,1,0,1
2021/05/27,"Far North East",7644,1734,9378,44,31,75
2021/05/27,"Far North East",,,,,,
2021/05/27,"North West",39670,4955,44625,408,275,683
2021/05/27,"North West",,,,,,
2021/05/27,"North West",,,,,,
2021/05/27,"North West",,,,,,
2021/05/27,"North Central",40450,6007,46457,191,182,373
2021/05/27,"North Central",,,,,,
2021/05/27,"North Central",,,,,,
2021/05/27,"North East",21121,2914,24035,245,353,598
2021/05/27,"North East",,,,,,
2021/05/27,"North East",,,,,,
2021/05/27,Saskatoon,169934,10258,180192,1587,374,1961
2021/05/27,"Central West",18373,2109,20482,169,189,358
2021/05/27,"Central West",,,,,,
2021/05/27,"Central East",50261,6474,56735,570,585,1155
2021/05/27,"Central East",,,,,,
2021/05/27,"Central East",,,,,,
2021/05/27,"Central East",,,,,,
2021/05/27,"Central East",,,,,,
2021/05/27,Regina,148127,11922,160049,1750,336,2086
2021/05/27,"South West",18455,1586,20041,104,91,195
2021/05/27,"South West",,,,,,
2021/05/27,"South Central",31890,3179,35069,358,329,687
2021/05/27,"South Central",,,,,,
2021/05/27,"South East",42255,6212,48467,347,372,719
2021/05/27,"South East",,,,,,
2021/05/27,"South East",,,,,,
2021/05/27,"South East",,,,,,
2021/05/28,"Far North West",9466,2433,11899,104,152,256
2021/05/28,"Far North West",,,,,,
2021/05/28,"Far North Central",603,358,961,2,0,2
2021/05/28,"Far North East",7696,1812,9508,52,78,130
2021/05/28,"Far North East",,,,,,
2021/05/28,"North West",40111,5141,45252,441,186,627
2021/05/28,"North West",,,,,,
2021/05/28,"North West",,,,,,
2021/05/28,"North West",,,,,,
2021/05/28,"North Central",40938,6291,47229,488,284,772
2021/05/28,"North Central",,,,,,
2021/05/28,"North Central",,,,,,
2021/05/28,"North East",21381,3235,24616,260,321,581
2021/05/28,"North East",,,,,,
2021/05/28,"North East",,,,,,
2021/05/28,Saskatoon,173268,11572,184840,3334,1314,4648
2021/05/28,"Central West",18643,2376,21019,270,267,537
2021/05/28,"Central West",,,,,,
2021/05/28,"Central East",50894,7200,58094,633,726,1359
2021/05/28,"Central East",,,,,,
2021/05/28,"Central East",,,,,,
2021/05/28,"Central East",,,,,,
2021/05/28,"Central East",,,,,,
2021/05/28,Regina,150719,12883,163602,2592,961,3553
2021/05/28,"South West",18626,1769,20395,171,183,354
2021/05/28,"South West",,,,,,
2021/05/28,"South Central",32171,3372,35543,281,193,474
2021/05/28,"South Central",,,,,,
2021/05/28,"South East",42671,6578,49249,416,366,782
2021/05/28,"South East",,,,,,
2021/05/28,"South East",,,,,,
2021/05/28,"South East",,,,,,
2021/05/29,"Far North West",9571,2533,12104,105,100,205
2021/05/29,"Far North West",,,,,,
2021/05/29,"Far North Central",604,359,963,1,1,2
2021/05/29,"Far North East",7921,1886,9807,225,74,299
2021/05/29,"Far North East",,,,,,
2021/05/29,"North West",40349,5330,45679,238,189,427
2021/05/29,"North West",,,,,,
2021/05/29,"North West",,,,,,
2021/05/29,"North West",,,,,,
2021/05/29,"North Central",41480,6580,48060,542,289,831
2021/05/29,"North Central",,,,,,
2021/05/29,"North Central",,,,,,
2021/05/29,"North East",21576,3529,25105,195,294,489
2021/05/29,"North East",,,,,,
2021/05/29,"North East",,,,,,
2021/05/29,Saskatoon,175996,13231,189227,2728,1659,4387
2021/05/29,"Central West",18800,2608,21408,157,232,389
2021/05/29,"Central West",,,,,,
2021/05/29,"Central East",51379,7637,59016,485,437,922
2021/05/29,"Central East",,,,,,
2021/05/29,"Central East",,,,,,
2021/05/29,"Central East",,,,,,
2021/05/29,"Central East",,,,,,
2021/05/29,Regina,152829,13534,166363,2110,651,2761
2021/05/29,"South West",18810,2152,20962,184,383,567
2021/05/29,"South West",,,,,,
2021/05/29,"South Central",32471,3554,36025,300,182,482
2021/05/29,"South Central",,,,,,
2021/05/29,"South East",43066,7114,50180,395,536,931
2021/05/29,"South East",,,,,,
2021/05/29,"South East",,,,,,
2021/05/29,"South East",,,,,,
2021/05/30,"Far North West",9618,2589,12207,47,56,103
2021/05/30,"Far North West",,,,,,
2021/05/30,"Far North Central",624,366,990,20,7,27
2021/05/30,"Far North East",8030,1904,9934,109,18,127
2021/05/30,"Far North East",,,,,,
2021/05/30,"North West",40685,5646,46331,336,316,652
2021/05/30,"North West",,,,,,
2021/05/30,"North West",,,,,,
2021/05/30,"North West",,,,,,
2021/05/30,"North Central",41656,6854,48510,176,274,450
2021/05/30,"North Central",,,,,,
2021/05/30,"North Central",,,,,,
2021/05/30,"North East",21715,3683,25398,139,154,293
2021/05/30,"North East",,,,,,
2021/05/30,"North East",,,,,,
2021/05/30,Saskatoon,178541,14495,193036,2545,1264,3809
2021/05/30,"Central West",18987,2984,21971,187,376,563
2021/05/30,"Central West",,,,,,
2021/05/30,"Central East",51609,7839,59448,230,202,432
2021/05/30,"Central East",,,,,,
2021/05/30,"Central East",,,,,,
2021/05/30,"Central East",,,,,,
2021/05/30,"Central East",,,,,,
2021/05/30,Regina,154285,14946,169231,1456,1412,2868
2021/05/30,"South West",18887,2470,21357,77,318,395
2021/05/30,"South West",,,,,,
2021/05/30,"South Central",32797,3733,36530,326,179,505
2021/05/30,"South Central",,,,,,
2021/05/30,"South East",43363,7389,50752,297,275,572
2021/05/30,"South East",,,,,,
2021/05/30,"South East",,,,,,
2021/05/30,"South East",,,,,,
2021/05/31,"Far North West",9635,2597,12232,17,8,25
2021/05/31,"Far North West",,,,,,
2021/05/31,"Far North Central",636,388,1024,12,22,34
2021/05/31,"Far North East",8047,1924,9971,17,20,37
2021/05/31,"Far North East",,,,,,
2021/05/31,"North West",40810,6018,46828,125,372,497
2021/05/31,"North West",,,,,,
2021/05/31,"North West",,,,,,
2021/05/31,"North West",,,,,,
2021/05/31,"North Central",41832,7185,49017,176,331,507
2021/05/31,"North Central",,,,,,
2021/05/31,"North Central",,,,,,
2021/05/31,"North East",21759,3751,25510,44,68,112
2021/05/31,"North East",,,,,,
2021/05/31,"North East",,,,,,
2021/05/31,Saskatoon,179511,16175,195686,970,1680,2650
2021/05/31,"Central West",19035,3199,22234,48,215,263
2021/05/31,"Central West",,,,,,
2021/05/31,"Central East",51704,7973,59677,95,134,229
2021/05/31,"Central East",,,,,,
2021/05/31,"Central East",,,,,,
2021/05/31,"Central East",,,,,,
2021/05/31,"Central East",,,,,,
2021/05/31,Regina,155107,16903,172010,822,1957,2779
2021/05/31,"South West",18902,2638,21540,15,168,183
2021/05/31,"South West",,,,,,
2021/05/31,"South Central",32842,3828,36670,45,95,140
2021/05/31,"South Central",,,,,,
2021/05/31,"South East",43499,7728,51227,136,339,475
2021/05/31,"South East",,,,,,
2021/05/31,"South East",,,,,,
2021/05/31,"South East",,,,,,
2021/06/01,"Far North West",,,,,,
2021/06/01,"Far North West",,,,,,
2021/06/01,"Far North Central",,,,,,
2021/06/01,"Far North East",,,,,,
2021/06/01,"Far North East",,,,,,
2021/06/01,"North West",,,,,,
2021/06/01,"North West",,,,,,
2021/06/01,"North West",,,,,,
2021/06/01,"North West",,,,,,
2021/06/01,"North Central",,,,,,
2021/06/01,"North Central",,,,,,
2021/06/01,"North Central",,,,,,
2021/06/01,"North East",,,,,,
2021/06/01,"North East",,,,,,
2021/06/01,"North East",,,,,,
2021/06/01,Saskatoon,,,,,,
2021/06/01,"Central West",,,,,,
2021/06/01,"Central West",,,,,,
2021/06/01,"Central East",,,,,,
2021/06/01,"Central East",,,,,,
2021/06/01,"Central East",,,,,,
2021/06/01,"Central East",,,,,,
2021/06/01,"Central East",,,,,,
2021/06/01,Regina,,,,,,
2021/06/01,"South West",,,,,,
2021/06/01,"South West",,,,,,
2021/06/01,"South Central",,,,,,
2021/06/01,"South Central",,,,,,
2021/06/01,"South East",,,,,,
2021/06/01,"South East",,,,,,
2021/06/01,"South East",,,,,,
2021/06/01,"South East",,,,,,
2021/06/02,"Far North West",,,,,,
2021/06/02,"Far North West",,,,,,
2021/06/02,"Far North Central",,,,,,
2021/06/02,"Far North East",,,,,,
2021/06/02,"Far North East",,,,,,
2021/06/02,"North West",,,,,,
2021/06/02,"North West",,,,,,
2021/06/02,"North West",,,,,,
2021/06/02,"North West",,,,,,
2021/06/02,"North Central",,,,,,
2021/06/02,"North Central",,,,,,
2021/06/02,"North Central",,,,,,
2021/06/02,"North East",,,,,,
2021/06/02,"North East",,,,,,
2021/06/02,"North East",,,,,,
2021/06/02,Saskatoon,,,,,,
2021/06/02,"Central West",,,,,,
2021/06/02,"Central West",,,,,,
2021/06/02,"Central East",,,,,,
2021/06/02,"Central East",,,,,,
2021/06/02,"Central East",,,,,,
2021/06/02,"Central East",,,,,,
2021/06/02,"Central East",,,,,,
2021/06/02,Regina,,,,,,
2021/06/02,"South West",,,,,,
2021/06/02,"South West",,,,,,
2021/06/02,"South Central",,,,,,
2021/06/02,"South Central",,,,,,
2021/06/02,"South East",,,,,,
2021/06/02,"South East",,,,,,
2021/06/02,"South East",,,,,,
2021/06/02,"South East",,,,,,
2021/06/03,"Far North West",9726,2856,12582,,,
2021/06/03,"Far North West",,,,,,
2021/06/03,"Far North Central",653,406,1059,,,
2021/06/03,"Far North East",8291,2167,10458,,,
2021/06/03,"Far North East",,,,,,
2021/06/03,"North West",41435,6959,48394,,,
2021/06/03,"North West",,,,,,
2021/06/03,"North West",,,,,,
2021/06/03,"North West",,,,,,
2021/06/03,"North Central",42644,8261,50905,,,
2021/06/03,"North Central",,,,,,
2021/06/03,"North Central",,,,,,
2021/06/03,"North East",22019,4339,26358,,,
2021/06/03,"North East",,,,,,
2021/06/03,"North East",,,,,,
2021/06/03,Saskatoon,182928,21705,204633,,,
2021/06/03,"Central West",19241,4056,23297,,,
2021/06/03,"Central West",,,,,,
2021/06/03,"Central East",52212,9152,61364,,,
2021/06/03,"Central East",,,,,,
2021/06/03,"Central East",,,,,,
2021/06/03,"Central East",,,,,,
2021/06/03,"Central East",,,,,,
2021/06/03,Regina,157708,21900,179608,,,
2021/06/03,"South West",19063,3440,22503,,,
2021/06/03,"South West",,,,,,
2021/06/03,"South Central",33122,4423,37545,,,
2021/06/03,"South Central",,,,,,
2021/06/03,"South East",44229,9339,53568,,,
2021/06/03,"South East",,,,,,
2021/06/03,"South East",,,,,,
2021/06/03,"South East",,,,,,
2021/06/04,"Far North West",9771,3112,12883,45,256,301
2021/06/04,"Far North West",,,,,,
2021/06/04,"Far North Central",657,406,1063,4,0,4
2021/06/04,"Far North East",8396,2315,10711,105,148,253
2021/06/04,"Far North East",,,,,,
2021/06/04,"North West",41596,7156,48752,161,197,358
2021/06/04,"North West",,,,,,
2021/06/04,"North West",,,,,,
2021/06/04,"North West",,,,,,
2021/06/04,"North Central",43023,8771,51794,379,510,889
2021/06/04,"North Central",,,,,,
2021/06/04,"North Central",,,,,,
2021/06/04,"North East",22122,4675,26797,103,336,439
2021/06/04,"North East",,,,,,
2021/06/04,"North East",,,,,,
2021/06/04,Saskatoon,184634,24445,209079,1706,2740,4446
2021/06/04,"Central West",19324,4324,23648,83,268,351
2021/06/04,"Central West",,,,,,
2021/06/04,"Central East",52503,9902,62405,291,750,1041
2021/06/04,"Central East",,,,,,
2021/06/04,"Central East",,,,,,
2021/06/04,"Central East",,,,,,
2021/06/04,"Central East",,,,,,
2021/06/04,Regina,159071,25169,184240,1363,3269,4632
2021/06/04,"South West",19182,3872,23054,119,432,551
2021/06/04,"South West",,,,,,
2021/06/04,"South Central",33386,5036,38422,264,613,877
2021/06/04,"South Central",,,,,,
2021/06/04,"South East",44543,10210,54753,314,871,1185
2021/06/04,"South East",,,,,,
2021/06/04,"South East",,,,,,
2021/06/04,"South East",,,,,,
2021/06/05,"Far North West",9893,3310,13203,122,198,320
2021/06/05,"Far North West",,,,,,
2021/06/05,"Far North Central",670,421,1091,13,15,28
2021/06/05,"Far North East",8438,2365,10803,42,50,92
2021/06/05,"Far North East",,,,,,
2021/06/05,"North West",42089,7556,49645,493,400,893
2021/06/05,"North West",,,,,,
2021/06/05,"North West",,,,,,
2021/06/05,"North West",,,,,,
2021/06/05,"North Central",43466,9345,52811,443,574,1017
2021/06/05,"North Central",,,,,,
2021/06/05,"North Central",,,,,,
2021/06/05,"North East",22441,5059,27500,319,384,703
2021/06/05,"North East",,,,,,
2021/06/05,"North East",,,,,,
2021/06/05,Saskatoon,186285,26659,212944,1651,2214,3865
2021/06/05,"Central West",19519,4649,24168,195,325,520
2021/06/05,"Central West",,,,,,
2021/06/05,"Central East",53120,10881,64001,617,979,1596
2021/06/05,"Central East",,,,,,
2021/06/05,"Central East",,,,,,
2021/06/05,"Central East",,,,,,
2021/06/05,"Central East",,,,,,
2021/06/05,Regina,160466,28413,188879,1395,3244,4639
2021/06/05,"South West",19433,4141,23574,251,269,520
2021/06/05,"South West",,,,,,
2021/06/05,"South Central",33991,5486,39477,605,450,1055
2021/06/05,"South Central",,,,,,
2021/06/05,"South East",45107,10825,55932,564,615,1179
2021/06/05,"South East",,,,,,
2021/06/05,"South East",,,,,,
2021/06/05,"South East",,,,,,
2021/06/06,"Far North West",10092,3452,13544,199,142,341
2021/06/06,"Far North West",,,,,,
2021/06/06,"Far North Central",673,424,1097,3,3,6
2021/06/06,"Far North East",8451,2437,10888,13,72,85
2021/06/06,"Far North East",,,,,,
2021/06/06,"North West",42375,7956,50331,286,400,686
2021/06/06,"North West",,,,,,
2021/06/06,"North West",,,,,,
2021/06/06,"North West",,,,,,
2021/06/06,"North Central",43740,10095,53835,274,750,1024
2021/06/06,"North Central",,,,,,
2021/06/06,"North Central",,,,,,
2021/06/06,"North East",22703,5764,28467,262,705,967
2021/06/06,"North East",,,,,,
2021/06/06,"North East",,,,,,
2021/06/06,Saskatoon,187409,28207,215616,1124,1548,2672
2021/06/06,"Central West",19666,5149,24815,147,500,647
2021/06/06,"Central West",,,,,,
2021/06/06,"Central East",53504,11524,65028,384,643,1027
2021/06/06,"Central East",,,,,,
2021/06/06,"Central East",,,,,,
2021/06/06,"Central East",,,,,,
2021/06/06,"Central East",,,,,,
2021/06/06,Regina,161375,30330,191705,909,1917,2826
2021/06/06,"South West",19515,4482,23997,82,341,423
2021/06/06,"South West",,,,,,
2021/06/06,"South Central",34212,6678,40890,221,1192,1413
2021/06/06,"South Central",,,,,,
2021/06/06,"South East",45594,11565,57159,487,740,1227
2021/06/06,"South East",,,,,,
2021/06/06,"South East",,,,,,
2021/06/06,"South East",,,,,,
2021/06/07,"Far North West",10119,3604,13723,27,152,179
2021/06/07,"Far North West",,,,,,
2021/06/07,"Far North Central",675,425,1100,2,1,3
2021/06/07,"Far North East",8456,2440,10896,5,3,8
2021/06/07,"Far North East",,,,,,
2021/06/07,"North West",42645,8597,51242,270,641,911
2021/06/07,"North West",,,,,,
2021/06/07,"North West",,,,,,
2021/06/07,"North West",,,,,,
2021/06/07,"North Central",43895,10568,54463,155,473,628
2021/06/07,"North Central",,,,,,
2021/06/07,"North Central",,,,,,
2021/06/07,"North East",22736,5994,28730,33,230,263
2021/06/07,"North East",,,,,,
2021/06/07,"North East",,,,,,
2021/06/07,Saskatoon,188179,29333,217512,770,1126,1896
2021/06/07,"Central West",19721,5323,25044,55,174,229
2021/06/07,"Central West",,,,,,
2021/06/07,"Central East",53606,12354,65960,102,830,932
2021/06/07,"Central East",,,,,,
2021/06/07,"Central East",,,,,,
2021/06/07,"Central East",,,,,,
2021/06/07,"Central East",,,,,,
2021/06/07,Regina,161817,31711,193528,442,1381,1823
2021/06/07,"South West",19563,4712,24275,48,230,278
2021/06/07,"South West",,,,,,
2021/06/07,"South Central",34255,6816,41071,43,138,181
2021/06/07,"South Central",,,,,,
2021/06/07,"South East",45836,12347,58183,242,782,1024
2021/06/07,"South East",,,,,,
2021/06/07,"South East",,,,,,
2021/06/07,"South East",,,,,,
2021/06/08,"Far North West",10127,3614,13741,8,10,18
2021/06/08,"Far North West",,,,,,
2021/06/08,"Far North Central",678,428,1106,3,3,6
2021/06/08,"Far North East",8494,2453,10947,38,13,51
2021/06/08,"Far North East",,,,,,
2021/06/08,"North West",42871,9125,51996,226,528,754
2021/06/08,"North West",,,,,,
2021/06/08,"North West",,,,,,
2021/06/08,"North West",,,,,,
2021/06/08,"North Central",43968,11033,55001,73,465,538
2021/06/08,"North Central",,,,,,
2021/06/08,"North Central",,,,,,
2021/06/08,"North East",22748,6054,28802,12,60,72
2021/06/08,"North East",,,,,,
2021/06/08,"North East",,,,,,
2021/06/08,Saskatoon,188693,30656,219349,514,1323,1837
2021/06/08,"Central West",19748,5372,25120,27,49,76
2021/06/08,"Central West",,,,,,
2021/06/08,"Central East",53659,12681,66340,53,327,380
2021/06/08,"Central East",,,,,,
2021/06/08,"Central East",,,,,,
2021/06/08,"Central East",,,,,,
2021/06/08,"Central East",,,,,,
2021/06/08,Regina,162038,33949,195987,221,2238,2459
2021/06/08,"South West",19569,4728,24297,6,16,22
2021/06/08,"South West",,,,,,
2021/06/08,"South Central",34268,6924,41192,13,108,121
2021/06/08,"South Central",,,,,,
2021/06/08,"South East",45890,12557,58447,54,210,264
2021/06/08,"South East",,,,,,
2021/06/08,"South East",,,,,,
2021/06/08,"South East",,,,,,
2021/06/09,"Far North West",10163,3803,13966,36,189,225
2021/06/09,"Far North West",,,,,,
2021/06/09,"Far North Central",679,429,1108,1,1,2
2021/06/09,"Far North East",8609,2538,11147,115,85,200
2021/06/09,"Far North East",,,,,,
2021/06/09,"North West",43003,9400,52403,132,275,407
2021/06/09,"North West",,,,,,
2021/06/09,"North West",,,,,,
2021/06/09,"North West",,,,,,
2021/06/09,"North Central",44220,11299,55519,252,266,518
2021/06/09,"North Central",,,,,,
2021/06/09,"North Central",,,,,,
2021/06/09,"North East",23030,6518,29548,282,464,746
2021/06/09,"North East",,,,,,
2021/06/09,"North East",,,,,,
2021/06/09,Saskatoon,189429,32814,222243,736,2158,2894
2021/06/09,"Central West",19764,5694,25458,16,322,338
2021/06/09,"Central West",,,,,,
2021/06/09,"Central East",53838,13292,67130,179,611,790
2021/06/09,"Central East",,,,,,
2021/06/09,"Central East",,,,,,
2021/06/09,"Central East",,,,,,
2021/06/09,"Central East",,,,,,
2021/06/09,Regina,162561,37050,199611,523,3101,3624
2021/06/09,"South West",19682,5104,24786,113,376,489
2021/06/09,"South West",,,,,,
2021/06/09,"South Central",34349,7676,42025,81,752,833
2021/06/09,"South Central",,,,,,
2021/06/09,"South East",46051,13643,59694,161,1086,1247
2021/06/09,"South East",,,,,,
2021/06/09,"South East",,,,,,
2021/06/09,"South East",,,,,,
2021/06/10,"Far North West",10297,3926,14223,134,123,257
2021/06/10,"Far North West",,,,,,
2021/06/10,"Far North Central",681,432,1113,2,3,5
2021/06/10,"Far North East",8703,2672,11375,94,134,228
2021/06/10,"Far North East",,,,,,
2021/06/10,"North West",43202,10385,53587,199,985,1184
2021/06/10,"North West",,,,,,
2021/06/10,"North West",,,,,,
2021/06/10,"North West",,,,,,
2021/06/10,"North Central",44520,12296,56816,300,997,1297
2021/06/10,"North Central",,,,,,
2021/06/10,"North Central",,,,,,
2021/06/10,"North East",23163,7004,30167,133,486,619
2021/06/10,"North East",,,,,,
2021/06/10,"North East",,,,,,
2021/06/10,Saskatoon,190389,36712,227101,960,3898,4858
2021/06/10,"Central West",19814,6145,25959,50,451,501
2021/06/10,"Central West",,,,,,
2021/06/10,"Central East",54004,14246,68250,166,954,1120
2021/06/10,"Central East",,,,,,
2021/06/10,"Central East",,,,,,
2021/06/10,"Central East",,,,,,
2021/06/10,"Central East",,,,,,
2021/06/10,Regina,163279,39930,203209,718,2880,3598
2021/06/10,"South West",19828,5774,25602,146,670,816
2021/06/10,"South West",,,,,,
2021/06/10,"South Central",34435,8389,42824,86,713,799
2021/06/10,"South Central",,,,,,
2021/06/10,"South East",46329,14584,60913,278,941,1219
2021/06/10,"South East",,,,,,
2021/06/10,"South East",,,,,,
2021/06/10,"South East",,,,,,
2021/06/11,"Far North West",10390,4021,14411,93,95,188
2021/06/11,"Far North West",,,,,,
2021/06/11,"Far North Central",686,439,1125,5,7,12
2021/06/11,"Far North East",8827,2962,11789,124,290,414
2021/06/11,"Far North East",,,,,,
2021/06/11,"North West",43328,10925,54253,126,540,666
2021/06/11,"North West",,,,,,
2021/06/11,"North West",,,,,,
2021/06/11,"North West",,,,,,
2021/06/11,"North Central",44873,12930,57803,353,634,987
2021/06/11,"North Central",,,,,,
2021/06/11,"North Central",,,,,,
2021/06/11,"North East",23256,7621,30877,93,617,710
2021/06/11,"North East",,,,,,
2021/06/11,"North East",,,,,,
2021/06/11,Saskatoon,191531,39529,231060,1142,2817,3959
2021/06/11,"Central West",19869,6759,26628,55,614,669
2021/06/11,"Central West",,,,,,
2021/06/11,"Central East",54183,15136,69319,179,890,1069
2021/06/11,"Central East",,,,,,
2021/06/11,"Central East",,,,,,
2021/06/11,"Central East",,,,,,
2021/06/11,"Central East",,,,,,
2021/06/11,Regina,164286,42869,207155,1007,2939,3946
2021/06/11,"South West",19891,6107,25998,63,333,396
2021/06/11,"South West",,,,,,
2021/06/11,"South Central",34518,8929,43447,83,540,623
2021/06/11,"South Central",,,,,,
2021/06/11,"South East",46561,15630,62191,232,1046,1278
2021/06/11,"South East",,,,,,
2021/06/11,"South East",,,,,,
2021/06/11,"South East",,,,,,
2021/06/12,"Far North West",10537,4151,14688,147,130,277
2021/06/12,"Far North West",,,,,,
2021/06/12,"Far North Central",703,453,1156,17,14,31
2021/06/12,"Far North East",8959,3239,12198,132,277,409
2021/06/12,"Far North East",,,,,,
2021/06/12,"North West",43711,11636,55347,383,711,1094
2021/06/12,"North West",,,,,,
2021/06/12,"North West",,,,,,
2021/06/12,"North West",,,,,,
2021/06/12,"North Central",45246,13880,59126,373,950,1323
2021/06/12,"North Central",,,,,,
2021/06/12,"North Central",,,,,,
2021/06/12,"North East",23450,7910,31360,194,289,483
2021/06/12,"North East",,,,,,
2021/06/12,"North East",,,,,,
2021/06/12,Saskatoon,192565,43558,236123,1034,4029,5063
2021/06/12,"Central West",20142,7112,27254,273,353,626
2021/06/12,"Central West",,,,,,
2021/06/12,"Central East",54690,16173,70863,507,1037,1544
2021/06/12,"Central East",,,,,,
2021/06/12,"Central East",,,,,,
2021/06/12,"Central East",,,,,,
2021/06/12,"Central East",,,,,,
2021/06/12,Regina,164989,46160,211149,703,3291,3994
2021/06/12,"South West",20158,6834,26992,267,727,994
2021/06/12,"South West",,,,,,
2021/06/12,"South Central",34762,9699,44461,244,770,1014
2021/06/12,"South Central",,,,,,
2021/06/12,"South East",46792,16189,62981,231,559,790
2021/06/12,"South East",,,,,,
2021/06/12,"South East",,,,,,
2021/06/12,"South East",,,,,,
2021/06/13,"Far North West",10659,4217,14876,122,66,188
2021/06/13,"Far North West",,,,,,
2021/06/13,"Far North Central",703,454,1157,0,1,1
2021/06/13,"Far North East",8981,3314,12295,22,75,97
2021/06/13,"Far North East",,,,,,
2021/06/13,"North West",43898,12161,56059,187,525,712
2021/06/13,"North West",,,,,,
2021/06/13,"North West",,,,,,
2021/06/13,"North West",,,,,,
2021/06/13,"North Central",45449,14932,60381,203,1052,1255
2021/06/13,"North Central",,,,,,
2021/06/13,"North Central",,,,,,
2021/06/13,"North East",23591,8243,31834,141,333,474
2021/06/13,"North East",,,,,,
2021/06/13,"North East",,,,,,
2021/06/13,Saskatoon,193341,45988,239329,776,2430,3206
2021/06/13,"Central West",20312,7298,27610,170,186,356
2021/06/13,"Central West",,,,,,
2021/06/13,"Central East",54918,17641,72559,228,1468,1696
2021/06/13,"Central East",,,,,,
2021/06/13,"Central East",,,,,,
2021/06/13,"Central East",,,,,,
2021/06/13,"Central East",,,,,,
2021/06/13,Regina,165664,48949,214613,675,2789,3464
2021/06/13,"South West",20269,7187,27456,111,353,464
2021/06/13,"South West",,,,,,
2021/06/13,"South Central",34923,11125,46048,161,1426,1587
2021/06/13,"South Central",,,,,,
2021/06/13,"South East",47014,17032,64046,222,843,1065
2021/06/13,"South East",,,,,,
2021/06/13,"South East",,,,,,
2021/06/13,"South East",,,,,,
2021/06/14,"Far North West",10660,4237,14897,1,20,21
2021/06/14,"Far North West",,,,,,
